model,sentence_id,english,tamil,source_token_count,target_token_count,expansion_ratio,avg_word_length,subword_fragmentation,unknown_token_rate
IndicTrans2,93,Television reports show white smoke coming from the plant.,ஆலையில் இருந்து வெள்ளை புகை வருவதை தொலைக்காட்சி அறிக்கைகள் காட்டுகின்றன.,12,73,6.083,0.89,1.1231,0.0
IndicTrans2,94,"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","ஆலைக்கு அருகிலுள்ள குடியிருப்பாளர்கள் வீட்டுக்குள்ளேயே இருக்கவும், ஏர் கண்டிஷனர்களை அணைக்கவும், குழாய் நீரைக் குடிக்க வேண்டாம் என்றும் உள்ளூர் அதிகாரிகள் எச்சரிக்கிறார்கள்.",30,173,5.767,0.908,1.1019,0.0
IndicTrans2,95,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","ஜப்பானின் அணுசக்தி நிறுவனத்தின் கூற்றுப்படி, கதிரியக்க சீசியம் மற்றும் அயோடின் ஆகியவை ஆலையில் அடையாளம் காணப்பட்டுள்ளன.",26,119,4.577,0.899,1.1121,0.0
IndicTrans2,96,Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,அந்த இடத்தில் யுரேனியம் எரிபொருளை வைத்திருக்கும் கொள்கலன்கள் சிதைந்து கசிந்திருக்கலாம் என்பதை இது குறிக்கிறது என்று அதிகாரிகள் ஊகிக்கின்றனர்.,26,142,5.462,0.901,1.1094,0.0
IndicTrans2,97,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,டாக்டர் டோனி மால் தென்னாப்பிரிக்காவின் குவாசுலு-நடால் பிராந்தியத்தில் தீவிர மருந்து எதிர்ப்பு காசநோயை (எக்ஸ். டி. ஆர்-டிபி) கண்டுபிடித்தார்.,37,140,3.784,0.907,1.1024,0.0
IndicTrans2,98,"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","ஒரு நேர்காணலில், புதிய மாறுபாடு ""மிக அதிக இறப்பு விகிதம் காரணமாக மிகவும் தொந்தரவாகவும் ஆபத்தானதாகவும் உள்ளது"" என்று அவர் கூறினார்.",28,130,4.643,0.885,1.1304,0.0
IndicTrans2,99,"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","சில நோயாளிகள் மருத்துவமனையில் பூச்சியால் பாதிக்கப்பட்டிருக்கலாம், டாக்டர் மால் நினைக்கிறார், குறைந்தது இரண்டு பேர் மருத்துவமனை சுகாதாரப் பணியாளர்கள்.",28,150,5.357,0.907,1.1029,0.0
NLLB-200,0,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""நாங்கள் இப்போது 4 மாத வயதுடைய எலிகள் உள்ளன, அவை நீரிழிவு நோய் இல்லாதவை, அவை முன்பு நீரிழிவு நோயால் பாதிக்கப்பட்டவை"", என்று அவர் மேலும் கூறினார்.",29,41,1.414,3.073,0.3254,0.0
NLLB-200,1,"Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","ஹாலிஃபாக்ஸில் உள்ள டால்ஹூஸி பல்கலைக்கழகத்தில் மருத்துவப் பேராசிரியரும், கனடிய நீரிழிவு நோய் சங்கத்தின் மருத்துவ மற்றும் அறிவியல் பிரிவின் தலைவரும் டாக்டர் எஹுட் உர், இந்த ஆராய்ச்சி இன்னும் ஆரம்ப நாட்களில் உள்ளது என்று எச்சரித்தார்.",49,69,1.408,2.986,0.335,0.0
NLLB-200,2,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","சில நிபுணர்களைப் போலவே, நீரிழிவு நோயை குணப்படுத்த முடியுமா என்று அவர் சந்தேகிக்கிறார், இந்த கண்டுபிடிப்புகள் ஏற்கனவே வகை 1 நீரிழிவு நோயால் பாதிக்கப்பட்டவர்களுக்கு பொருந்தாது என்று குறிப்பிடுகிறார்.",36,50,1.389,3.54,0.2825,0.0
NLLB-200,3,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","திங்களன்று, ஸ்வீடிஷ் அகாடமியில் இலக்கியத்திற்கான நோபல் குழுவின் நிரந்தர செயலாளர் சாரா டானியஸ், ஸ்வீடனில் உள்ள ஸ்வெர்டிஸ் வானொலி நிகழ்ச்சியின் போது வெளிப்படையாக அறிவித்தார், இந்த குழு, 2016 இலக்கியத்திற்கான நோபல் பரிசை வென்றதற்காக போப் டிலனை நேரடியாக தொடர்பு கொள்ள முடியவில்லை, அவரை அடைய தனது முயற்சிகளை கைவிட்டதாக அறிவித்தது.",66,99,1.5,2.919,0.3426,0.0
NLLB-200,4,"Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","டானியஸ் கூறினார், ""இப்போது நாங்கள் எதுவும் செய்யவில்லை. நான் அவரது நெருங்கிய ஒத்துழைப்பாளருக்கு அழைத்து மின்னஞ்சல்களை அனுப்பியுள்ளேன் மற்றும் மிகவும் நட்பான பதில்களைப் பெற்றேன். இப்போதைக்கு, அது நிச்சயமாக போதுமானது. """,42,54,1.286,3.611,0.2769,0.0
NLLB-200,5,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","முன்னதாக, ரிங்கின் தலைமை நிர்வாக அதிகாரி, ஜேமி சிமினோஃப், தனது கேரஜில் உள்ள தனது கடையில் இருந்து அவரது கதவு மணி கேட்கப்படாதபோது நிறுவனம் தொடங்கியது என்று குறிப்பிட்டார்.",34,47,1.382,3.17,0.3154,0.0
NLLB-200,6,"He built a WiFi door bell, he said.","அவர் ஒரு வைஃபை கதவு மணி கட்டப்பட்டது, அவர் கூறினார்.",10,14,1.4,3.214,0.3111,0.0
NLLB-200,7,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"ஷார்க் டேங்க் எபிசோடில் 2013 இல் அவர் தோன்றிய பின்னர் விற்பனை அதிகரித்தது என்று சிமினோவ் கூறினார், அங்கு நிகழ்ச்சி குழு ஸ்டார்ட்அப்பை நிதியளிப்பதை மறுத்தது.",30,49,1.633,2.816,0.3551,0.0
NLLB-200,8,"In late 2017, Siminoff appeared on shopping television channel QVC.","2017 ஆம் ஆண்டின் பிற்பகுதியில், சிமினோவ் ஷாப்பிங் தொலைக்காட்சி சேனல் QVC இல் தோன்றினார்.",14,31,2.214,2.516,0.3974,0.0
NLLB-200,9,"Ring also settled a lawsuit with competing security company, the ADT Corporation.",ரிங் மேலும் போட்டியிடும் பாதுகாப்பு நிறுவனமான ADT கார்ப்பரேஷனுடன் வழக்குத் தீர்த்தது.,18,25,1.389,3.08,0.3247,0.0
NLLB-200,10,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","ஒரு பரிசோதனை தடுப்பூசி எபோலா நோய்த்தொற்றின் இறப்பைக் குறைக்கக்கூடியதாகத் தோன்றுகிறது என்றாலும், இதுவரை, தற்போதுள்ள நோய்த்தொற்றுக்கு சிகிச்சையளிக்க ஏற்ற மருந்துகள் எதுவும் தெளிவாக நிரூபிக்கப்படவில்லை.",33,59,1.788,3.085,0.3242,0.0
NLLB-200,11,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","ZMapp என்ற ஒரு ஆன்டிபாடி காக்டெய்ல் ஆரம்பத்தில் இந்த துறையில் நம்பிக்கைக்குரியதாக இருந்தது, ஆனால் முறையான ஆய்வுகள் மரணத்தைத் தடுக்க முயன்றதை விட குறைவான நன்மைகளைக் கொண்டிருந்ததாகக் காட்டியது.",35,49,1.4,3.49,0.2865,0.0
NLLB-200,12,"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","PALM சோதனையில், ZMapp ஒரு கட்டுப்பாடாக இருந்தது, அதாவது விஞ்ஞானிகள் அதை ஒரு அடிப்படை அடிப்படையாகப் பயன்படுத்தி மற்ற மூன்று சிகிச்சைகளையும் அதனுடன் ஒப்பிட்டுப் பார்த்தனர்.",32,48,1.5,3.167,0.3158,0.0
NLLB-200,13,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,யு.எஸ்.ஏ ஜிம்னாஸ்டிக்ஸ் அமெரிக்க ஒலிம்பிக் கமிட்டியின் கடிதத்தை ஆதரிக்கிறது மற்றும் ஒலிம்பிக் குடும்பத்தின் முழுமையான தேவையை ஏற்றுக்கொள்கிறது அனைத்து விளையாட்டு வீரர்களுக்கும் பாதுகாப்பான சூழலை ஊக்குவிக்க.,36,57,1.583,3.281,0.3048,0.0
NLLB-200,14,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","எங்கள் விளையாட்டு வீரர்கள் மற்றும் கிளப்புகளின் நலன்களுக்கும், அவர்களின் விளையாட்டுக்கும், சான்றிதழ் நீக்கப்படுவதற்குப் பதிலாக, எங்கள் அமைப்பில் அர்த்தமுள்ள மாற்றத்துடன் முன்னேறிச் செல்வதன் மூலம் சிறப்பாக சேவை செய்ய முடியும் என்று யு.எஸ்.ஓ.சி.யின் அறிக்கையுடன் நாங்கள் உடன்படுகிறோம்.",45,71,1.578,3.62,0.2763,0.0
NLLB-200,15,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,"அமெரிக்கா ஜிம்னாஸ்டிக்ஸ் ஒரு சுயாதீன விசாரணையை ஆதரிக்கிறது, இது லாரி நாசரின் உயிர் பிழைத்தவர்களால் மிகவும் தைரியமாக விவரிக்கப்பட்ட விகிதத்தை எவ்வாறு தவறாகப் பயன்படுத்துவது என்பது குறித்து வெளிச்சம் ஒளிரக்கூடும், மேலும் இது தேவையான மற்றும் பொருத்தமான மாற்றங்களை உள்ளடக்கியது.",51,78,1.529,3.154,0.3171,0.0
NLLB-200,16,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","யு.எஸ்.ஏ ஜிம்னாஸ்டிக்ஸ் மற்றும் யு.எஸ்.ஓ.சி ஆகியவை ஒரே இலக்கைக் கொண்டுள்ளன ஜிம்னாஸ்டிக்ஸ் மற்றும் பிற விளையாட்டுகளை பாதுகாப்பான, நேர்மறையான மற்றும் அதிகாரம் பெற்ற சூழலில் தங்கள் கனவுகளை பின்பற்ற விளையாட்டு வீரர்களுக்கு முடிந்தவரை பாதுகாப்பானதாக மாற்றுவது.",47,72,1.532,3.194,0.313,0.0
NLLB-200,17,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","1960 களில், ஜான் எஃப். கென்னடிக்கு தனது ஆலோசகராகவும் பின்னர் லிண்டன் பி. ஜான்சன் நிர்வாகத்திற்காகவும் ப்ரெசென்ஸ்கி பணியாற்றினார்.",30,44,1.467,2.636,0.3793,0.0
NLLB-200,18,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","1976 தேர்தலின் போது, அவர் வெளியுறவுக் கொள்கையில் கார்ட்டருக்கு ஆலோசனை வழங்கினார், பின்னர் 1977 முதல் 1981 வரை தேசிய பாதுகாப்பு ஆலோசகராக (NSA) பணியாற்றினார், ஹென்றி கிசிங்கரைப் பின்தொடர்ந்தார்.",34,56,1.647,3.054,0.3275,0.0
NLLB-200,19,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","என்எஸ்ஏ என்ற முறையில், அவர் 1978-ம் ஆண்டு காம்ப் டேவிட் உடன்படிக்கைகள் போன்ற உலக விவகாரங்களை இராஜதந்திர ரீதியாக கையாளுவதில் கார்ட்டருக்கு உதவியது; 1970 களின் பிற்பகுதியில் அமெரிக்க-சீன உறவுகளை இயல்படுத்தியது; ஈரானிய புரட்சி, இது ஈரான் கடத்தல் நெருக்கடிக்கு வழிவகுத்தது, 1979; மற்றும் ஆப்கானிஸ்தானில் சோவியத் படையெடுப்பு, 1979.",65,109,1.677,2.67,0.3746,0.0
NLLB-200,20,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",ரையன் கோஸ்லிங் மற்றும் எம்மா ஸ்டோன் நடித்த இந்த படம் அனைத்து முக்கிய பிரிவுகளிலும் பரிந்துரைகளைப் பெற்றது.,21,30,1.429,3.133,0.3191,0.0
NLLB-200,21,Gosling and Stone received nominations for Best Actor and Actress respectively.,கோஸ்லிங் மற்றும் ஸ்டோன் முறையே சிறந்த நடிகர் மற்றும் நடிகைக்கான பரிந்துரைகளைப் பெற்றனர்.,17,24,1.412,3.292,0.3038,0.0
NLLB-200,22,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","மற்ற பரிந்துரைகளில் சிறந்த படம், இயக்குனர், சினிமா, ஆடை வடிவமைப்பு, திரைப்பட எடிட்டிங், அசல் மதிப்பெண், உற்பத்தி வடிவமைப்பு, ஒலி எடிட்டிங், ஒலி கலவை மற்றும் அசல் திரைப்படம் ஆகியவை அடங்கும்.",43,63,1.465,2.651,0.3772,0.0
NLLB-200,23,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","திரைப்படத்திலிருந்து இரண்டு பாடல்கள், ஆடிஷன் (தி ஃபுல்ஸ் ஹூ ட்ரீம்) மற்றும் சிட்டி ஆஃப் ஸ்டார்ஸ், சிறந்த அசல் பாடலுக்கான பரிந்துரைகளைப் பெற்றன. லைன்ஸ்கேட் ஸ்டுடியோ வேறு எந்த ஸ்டுடியோவையும் விட 26 பரிந்துரைகளைப் பெற்றது.",44,72,1.636,2.694,0.3711,0.0
NLLB-200,24,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","ஞாயிற்றுக்கிழமை பிற்பகல், அமெரிக்க ஜனாதிபதி டொனால்ட் டிரம்ப், பத்திரிகை செயலாளர் வழியாக வழங்கப்பட்ட அறிக்கையில், அமெரிக்க துருப்புக்கள் சிரியாவை விட்டு வெளியேறுவதாக அறிவித்தார்.",30,53,1.767,3.038,0.3292,0.0
NLLB-200,25,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,துருக்கிய அதிபர் ரெசெப் தயிப் எர்டோகனுடன் டிரம்ப் தொலைபேசி உரையாடலுக்குப் பிறகு இந்த அறிவிப்பு செய்யப்பட்டது.,23,36,1.565,2.722,0.3673,0.0
NLLB-200,26,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.",துருக்கி கைப்பற்றப்பட்ட ஐஎஸ்ஐஎஸ் போராளிகளை பாதுகாப்பதைக் கைப்பற்றும். ஐரோப்பிய நாடுகள் அவர்களை நாடு திரும்ப அனுமதிக்க மறுத்துவிட்டன என்று அந்த அறிக்கையில் தெரிவிக்கப்பட்டுள்ளது.,29,47,1.621,3.426,0.2919,0.0
NLLB-200,27,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","இது குறைந்தபட்சம் சில டைனோசர்களுக்கு இறகுகள் இருந்ததை உறுதிப்படுத்துவது மட்டுமல்லாமல், ஏற்கனவே பரவலாகப் பரவியிருக்கும் ஒரு கோட்பாட்டையும் வழங்குகிறது, ஆனால் புதைபடிவங்கள் பொதுவாக முடியாது, நிறம் மற்றும் மூன்று பரிமாண ஏற்பாடு போன்ற விவரங்களை வழங்குகிறது.",43,65,1.512,3.508,0.2851,0.0
NLLB-200,28,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,"விஞ்ஞானிகளின் கூற்றுப்படி, இந்த விலங்கின் இறகுகள் மேலே கஸ்தூன் பழுப்பு நிறமாக இருந்தன, கீழ்புறம் பளபளப்பாகவோ அல்லது கரோட்டினாய்டு நிறமாகவோ இருந்தது.",33,55,1.667,2.418,0.4135,0.0
NLLB-200,29,The find also grants insight into the evolution of feathers in birds.,இந்த கண்டுபிடிப்பு பறவைகளின் இறகுகளின் பரிணாம வளர்ச்சியையும் விளக்குகிறது.,17,21,1.235,3.238,0.3088,0.0
NLLB-200,30,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","டைனோசர் இறகுகள் ஒரு நன்கு வளர்ந்த தண்டு இல்லை என்பதால், ஒரு ராகிஸ் என்று அழைக்கப்படுகிறது, ஆனால் இறகுகளின் பிற அம்சங்களைக் கொண்டுள்ளது  பற்கள் மற்றும் பற்கள்  ஆராய்ச்சியாளர்கள் ராகிஸ் இந்த பிற அம்சங்களை விட ஒரு பிற பரிணாம வளர்ச்சியாக இருக்கலாம் என்று முடிவு செய்தனர்.",62,73,1.177,3.178,0.3147,0.0
NLLB-200,31,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","பறக்கும்போது அல்ல, வெப்பநிலையை ஒழுங்குபடுத்துவதற்காகவோ அல்லது காட்சிப்படுத்துவதற்காகவோ அவை பயன்படுத்தப்பட்டதாக இந்த இறகுகளின் கட்டமைப்பு காட்டுகிறது. இது ஒரு இளம் டைனோசரின் வாலைக் கொண்டது என்றாலும், இந்த மாதிரி வயது வந்தவர்களின் இறக்கைகளைக் காட்டுகிறது, ஒரு கோழி கீழே இல்லை என்று ஆராய்ச்சியாளர்கள் பரிந்துரைத்தனர்.",59,81,1.373,3.494,0.2862,0.0
NLLB-200,32,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","ஆராய்ச்சியாளர்கள் கூறுவது என்னவென்றால், இது ஒரு இளம் டைனோசரின் வாலைக் கொண்டது என்றாலும், இந்த மாதிரி வயது வந்தோருக்கான இறகுகளைக் காட்டுகிறது.",35,41,1.171,3.073,0.3254,0.0
NLLB-200,33,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","துருக்கியின் காசியான்டெப் நகரில் உள்ள காவல்துறை தலைமையகத்தில் நேற்று காலை வெடித்த கார் குண்டு வெடிப்பில் இரண்டு காவல்துறை அதிகாரிகள் கொல்லப்பட்டனர், மேலும் இருபது பேர் காயமடைந்தனர்.",35,53,1.514,3.057,0.3272,0.0
NLLB-200,34,The governor's office said nineteen of the injured were police officers.,காயமடைந்தவர்களில் 19 பேர் காவல்துறை அதிகாரிகள் என ஆளுநர் அலுவலகம் தெரிவித்துள்ளது.,18,23,1.278,3.217,0.3108,0.0
NLLB-200,35,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,இந்த தாக்குதலுக்கு ஐ. எஸ். ஐ. எஸ் (ISIL) தீவிரவாதி என்று சந்தேகிக்கப்படுவதாக போலீசார் தெரிவித்தனர்.,21,31,1.476,2.839,0.3523,0.0
NLLB-200,36,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","சூரியன் மற்ற நட்சத்திரங்களைப் போலவே அடிப்படைக் கொள்கைகளின் அடிப்படையில் செயல்படுவதை அவர்கள் கண்டறிந்தனர்ஃ அமைப்பில் உள்ள அனைத்து நட்சத்திரங்களின் செயல்பாடுகளும் அவற்றின் பிரகாசத்தால், அவற்றின் சுழற்சியால் இயக்கப்படுவதாகக் கண்டறியப்பட்டது, வேறு எதுவும் இல்லை.",43,63,1.465,3.73,0.2681,0.0
NLLB-200,37,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","ஒரு நட்சத்திரத்தின் ராஸ்பி எண்ணிக்கையை தீர்மானிக்க ஒளிச்சோர்வு மற்றும் சுழற்சி ஒன்றாகப் பயன்படுத்தப்படுகின்றன, இது பிளாஸ்மா ஓட்டத்துடன் தொடர்புடையது.",27,42,1.556,3.238,0.3088,0.0
NLLB-200,38,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.",ரோஸ்பி எண்ணிக்கை எவ்வளவு சிறியதோ அவ்வளவு சுறுசுறுப்பாக நட்சத்திரம் இயங்குகிறது.,21,23,1.095,3.13,0.3194,0.0
NLLB-200,39,"During his trip, Iwasaki ran into trouble on many occasions.",இவாசாகி தனது பயணத்தின் போது பல சந்தர்ப்பங்களில் சிக்கல்களை சந்தித்தார்.,15,17,1.133,3.765,0.2656,0.0
NLLB-200,40,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","அவர் கடற்கொள்ளையர்களால் கொள்ளையடிக்கப்பட்டார், திபெத்தில் ஒரு கோபமான நாய் அவரைத் தாக்கியது, நேபாளத்தில் திருமணம் செய்து கொள்ளாமல் தப்பி, இந்தியாவில் கைது செய்யப்பட்டார்.",30,44,1.467,3.477,0.2876,0.0
NLLB-200,41,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,802.11n தரநிலை 2.4Ghz மற்றும் 5.0Ghz அதிர்வெண்களில் இயங்குகிறது.,24,25,1.042,2.32,0.431,0.0
NLLB-200,42,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","இது 802.11a, 802.11b மற்றும் 802.11g உடன் பின்னோக்கி இணக்கமாக இருக்க அனுமதிக்கும், அடிப்படை நிலையத்தில் இரட்டை வானொலிகள் இருந்தால்.",35,39,1.114,3.0,0.3333,0.0
NLLB-200,43,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,"802.11n இன் வேகங்கள் அதன் முன்னோடிகளை விட கணிசமாக வேகமாக உள்ளன, இது 600Mbit/s இன் அதிகபட்ச தத்துவார்த்த வெளியீட்டைக் கொண்டுள்ளது.",34,42,1.235,2.714,0.3684,0.0
NLLB-200,44,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",மில்லர் மீது பெரிய ஈர்ப்பை ஏற்படுத்தவில்லை. அவர் திருமணமாகி இரண்டு பெரிய பிள்ளைகளைக் கொண்டவர்.,27,22,0.815,3.818,0.2619,0.0
NLLB-200,45,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","கருத்து கேட்கப்பட்டபோது, மில்லர் கூறினார், ""மைக் விசாரணையின் போது நிறைய பேசுகிறார். நான் தயாராக இருந்தேன், அதனால் அவர் சொல்வதை நான் உண்மையில் கேட்கவில்லை. """,35,38,1.086,3.632,0.2754,0.0
NLLB-200,46,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","""உள்நாட்டு உற்பத்தியில் ஒரு யூனிட் கார்பன் டை ஆக்சைடு உமிழ்வை 2020 க்குள் 2005 ல் இருந்து குறிப்பிடத்தக்க விகிதத்தில் குறைக்க முயற்சிப்போம்"" என்று ஹு கூறினார்.",30,48,1.6,2.917,0.3429,0.0
NLLB-200,47,"He did not set a figure for the cuts, saying they will be made based on China's economic output.",சீனாவின் பொருளாதார உற்பத்தியை அடிப்படையாகக் கொண்டே இந்த வெட்டுக்கள் மேற்கொள்ளப்படும் என்று அவர் குறிப்பிட்டார்.,24,22,0.917,4.591,0.2178,0.0
NLLB-200,48,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","அபிவிருத்தி நாடுகள் ""முதலில் மாசுபடுத்தி பின்னர் சுத்தம் செய்வதற்கான பழைய பாதையைத் தவிர்க்க"" ஹு ஊக்குவித்தார்.",22,35,1.591,2.829,0.3535,0.0
NLLB-200,49,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","எனினும், ""அவர்களின் வளர்ச்சிக்கான நிலை, பொறுப்பு மற்றும் திறன்களுக்கு அப்பாற்பட்ட கடமைகளை அவர்கள் ஏற்கக் கூடாது"" என்று அவர் மேலும் கூறினார்.",30,33,1.1,3.788,0.264,0.0
NLLB-200,50,The Iraq Study Group presented its report at 12.00 GMT today.,ஈராக் ஆய்வுக் குழு தனது அறிக்கையை இன்று மாலை 12 மணிக்கு சமர்ப்பித்தது.,14,21,1.5,2.905,0.3443,0.0
NLLB-200,51,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","இந்த கட்டத்தில் ஈராக்கில் எந்தவொரு நடவடிக்கையும் மதச்சார்பற்ற போர், அதிகரிக்கும் வன்முறை அல்லது குழப்பத்திற்கு வழிவகுக்கும் என்று யாரும் உத்தரவாதம் அளிக்க முடியாது என்று அது எச்சரிக்கிறது.",35,47,1.343,3.596,0.2781,0.0
NLLB-200,52,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,இந்த அறிக்கையை திறந்த விவாதத்திற்கும் மத்திய கிழக்கு மீதான கொள்கையைப் பற்றி அமெரிக்காவில் ஒரு உடன்பாட்டை உருவாக்குவதற்கும் அழைப்பு விடுக்கப்படுகிறது.,29,34,1.172,3.971,0.2519,0.0
NLLB-200,53,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,இந்த அறிக்கை ஈராக் மீதான நிர்வாகத்தின் தற்போதைய கொள்கையின் கிட்டத்தட்ட ஒவ்வொரு அம்சத்தையும் கடுமையாக விமர்சிக்கிறது மற்றும் உடனடி திசைமாற்றத்தை வலியுறுத்துகிறது.,29,44,1.517,3.318,0.3014,0.0
NLLB-200,54,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,"ஈராக் எல்லைகளை எதிர்க்கும் தலையீடுகளிலிருந்து பாதுகாக்கவும், அதன் அண்டை நாடுகளுடன் இராஜதந்திர உறவுகளை மீட்டெடுக்கவும் இந்த ஆண்டு இறுதிக்குள் புதிய இராஜதந்திர முயற்சி எடுக்கப்பட வேண்டும் என்பது அதன் 78 பரிந்துரைகளில் முதலாவதாக உள்ளது.",50,60,1.2,3.483,0.2871,0.0
NLLB-200,55,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.",தற்போதைய செனட்டர் மற்றும் அர்ஜென்டினாவின் முதல் பெண்மணி கிறிஸ்டினா பெர்னாண்டஸ் டி கிர்ச்னர் தனது ஜனாதிபதி வேட்பு மனுவை நேற்று மாலை புயன்ஸ் ஐரஸிலிருந்து 50 கிலோமீட்டர் (31 மைல்கள்) தொலைவில் உள்ள லா பிளாட்டா நகரில் அறிவித்தார்.,42,76,1.81,2.605,0.3838,0.0
