source_english,reference_tamil,pred_Helsinki,pred_mT5,pred_NLLB-200,pred_IndicTrans2,pred_MADLAD
"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","""""""நாங்கள் கார்பன் டை ஆக்சைடு வெளியேற்றத்தை 2005 ஆம் ஆண்டிலிருந்து 2020 க்குள் குறிப்பிடத்தக்க ஜி. டி. பி இன் ஒரு யூனிட்டிருக்கு குறைக்க முயல்கிறோம்"""" என ஹு தெரிவித்தார்.""","""GDP - ன் கார்பன் - டைஆக்ஸைடைக் குறைப்பதற்காக 2005 - ன் நிலையிலிருந்து 2020 ஒரு குறிப்பிடத்தக்க ஓரத்தில் நாம் முயற்சி செய்வோம்"" என்று ஹூ சொன்னார்.","▁"" We ▁will ▁ ende avour ▁to ▁cut ▁carbon ▁di oxide ▁ emissions ▁per ▁unit ▁of ▁ GDP ▁by ▁ a ▁not able ▁ margin ▁by ▁2020 ▁from ▁the ▁2005 ▁level ,"" ▁Hu ▁said . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","""உள்நாட்டு உற்பத்தியில் ஒரு யூனிட் கார்பன் டை ஆக்சைடு உமிழ்வை 2020 க்குள் 2005 ல் இருந்து குறிப்பிடத்தக்க விகிதத்தில் குறைக்க முயற்சிப்போம்"" என்று ஹு கூறினார்.","""மொத்த உள்நாட்டு உற்பத்தியில் ஒரு யூனிட்டுக்கு கார்பன் டை ஆக்சைடு உமிழ்வை 2005 ஆம் ஆண்டின் மட்டத்திலிருந்து 2020 ஆம் ஆண்டுக்குள் குறிப்பிடத்தக்க வித்தியாசத்தில் குறைக்க முயற்சிப்போம்"" என்று ஹு கூறினார்.",“மொத்த உள்நாட்டு உற்பத்தியில் ஒவ்வொரு அலகிற்கும் கார்பன் டை ஆக்சைடு வெளியேற்றத்தை 2005 ஆம் ஆண்டின் அளவை விட 2100 ஆம் ஆண்டுக்குள் குறிப்பிடத்தக்க அளவு குறைக்க நாங்கள் முயற்சி செய்வோம்” என்று ஹூ கூறினார்.
"He did not set a figure for the cuts, saying they will be made based on China's economic output.","குறைப்புகளுக்கு ஒரு புள்ளிவிவரத்தை அவர் அமைக்கவில்லை, அவை சீனாவின் பொருளாதார உற்பத்தியின் அடிப்படையில் செய்யப்படும் என்று அவர் கூறினார்.","அவர் வெட்டுகளுக்கு ஒரு எண்ணை அமைக்கவில்லை, அவர்கள் சீனாவின் பொருளாதார வெளியீட்டின் அடிப்படையில் செய்யப்படும்.","▁He ▁did ▁not ▁set ▁ a ▁figure ▁for ▁the ▁ cuts , ▁say ing ▁the y ▁will ▁be ▁made ▁ based ▁on ▁China ' s ▁economic ▁output . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",சீனாவின் பொருளாதார உற்பத்தியை அடிப்படையாகக் கொண்டே இந்த வெட்டுக்கள் மேற்கொள்ளப்படும் என்று அவர் குறிப்பிட்டார்.,"வெட்டுக்களுக்கான எண்ணிக்கையை அவர் நிர்ணயிக்கவில்லை, அவை சீனாவின் பொருளாதார உற்பத்தியின் அடிப்படையில் செய்யப்படும் என்று கூறினார்.","சீனாவின் பொருளாதார உற்பத்தி அடிப்படையில் இத்தகைய குறைப்புகள் மேற்கொள்ளப்படும் என்று கூறிய அவர், இதற்கான எண்ணிக்கையை நிர்ணயிக்கவில்லை."
"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","""வளரும் நாடுகளை """"முதலில் மாசுபடுத்திவிட்டு பின்னர் சுத்தம் செய்வது என்ற பழைய பழக்கத்தை தவிர்க்க"""" ஹூ ஊக்குவித்தார். ""","""முதலாவது அசுத்தமான பழைய பாதையைத் தவிர்ப்பதற்கும் பின்னர் சுத்தம் செய்யவும்"" வளர்ச்சியடையும் நாடுகளை ஹு உற்சாகப்படுத்தினார்.","▁Hu ▁ encourage d ▁ developing ▁countries ▁"" to ▁ avoid ▁the ▁old ▁path ▁of ▁p ollut ing ▁first ▁and ▁ cleaning ▁up ▁later ."" </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","அபிவிருத்தி நாடுகள் ""முதலில் மாசுபடுத்தி பின்னர் சுத்தம் செய்வதற்கான பழைய பாதையைத் தவிர்க்க"" ஹு ஊக்குவித்தார்.","வளரும் நாடுகளை ""மாசுபடுத்தும் பழைய பாதையை முதலில் தவிர்க்கவும், பின்னர் சுத்தம் செய்யவும்"" ஹூ ஊக்குவித்தார்.","ஹூ வளர்ந்து வரும் நாடுகளை ""முதலில் மாசுபடுத்தி பின்னர் தூய்மைப்படுத்தும் பழைய வழியைத் தவிர்க்க வேண்டும்"" என்று ஊக்குவித்தார்."
"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","’அவர்களது வளர்ச்சி நிலை, பொறுப்பு மற்றும் திறன்களை மீறிய கடமைகளை ஏற்றுக்கொள்ளுமாறு அவர்களை நீங்கள் கேட்க கூடாது’ என்று அவர் மேலும் கூறினார்.","அவர் மேலும் கூறினார், ""ஆனால், அவர்கள் தங்கள் வளர்ச்சி நிலை, பொறுப்பு மற்றும் திறமைகளுக்கு அப்பால் செல்லும் கடமைகளை ஏற்கும்படி கேட்கக்கூடாது.""","▁He ▁ added ▁that ▁"" they ▁should ▁not , ▁ however , ▁be ▁ asked ▁to ▁take ▁on ▁ obligation s ▁that ▁go ▁ beyond ▁ their ▁development ▁stage , ▁ responsibility ▁and ▁cap abilities ."" </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","எனினும், ""அவர்களின் வளர்ச்சிக்கான நிலை, பொறுப்பு மற்றும் திறன்களுக்கு அப்பாற்பட்ட கடமைகளை அவர்கள் ஏற்கக் கூடாது"" என்று அவர் மேலும் கூறினார்.","எவ்வாறாயினும், அவர்களின் வளர்ச்சி நிலை, பொறுப்பு மற்றும் திறன்களுக்கு அப்பாற்பட்ட கடமைகளை ஏற்கும்படி அவர்களிடம் கேட்கப்படக்கூடாது என்றும் அவர் கூறினார்.","எனினும், அவர்களது வளர்ச்சி நிலை, பொறுப்பு மற்றும் திறன்களைத் தாண்டிய கடமைகளை ஏற்குமாறு அவர்கள் கேட்கப்படக் கூடாது என்றும் அவர் மேலும் கூறினார்."
The Iraq Study Group presented its report at 12.00 GMT today.,"ஈராக் ஆய்வுக் குழு, தனது அறிக்கையை இன்று 12.00 GMT-க்கு வழங்கியது.",ஈராக் படிப்பு தொகுதி தன்னுடைய அறிக்கையை இன்று 12.00 GMT - ல் வெளியிட்டது.,▁The ▁ Iraq ▁Study ▁Group ▁ presented ▁its ▁report ▁at ▁12.00 ▁GMT ▁today . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,ஈராக் ஆய்வுக் குழு தனது அறிக்கையை இன்று மாலை 12 மணிக்கு சமர்ப்பித்தது.,ஈராக் ஆய்வுக் குழு தனது அறிக்கையை இன்று 12.00 GMT இல் சமர்ப்பித்தது.,ஈராக் ஆய்வுக் குழு இன்று காலை 12.00 மணிக்கு தனது அறிக்கையை தாக்கல் செய்தது.
"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","அது, இந்த சமயத்தில், இரானில் எடுக்கப்படும் எவ்வித நடவடிக்கையாலும் பிரிவினைப் போர், வளரும் வன்முறை அல்லது குழப்பத்தின் தோற்றம் ஆகியவற்றை நிறுத்த இயலும் என்பதற்கான உத்தரவாதம் எவராலும் அளிக்க இயலாது என்று எச்சரிக்கிறது.","இந்த இடத்தில் ஈராக்கிலுள்ள எந்த நடவடிக்கையும் மதப் போர்களையும், வன்முறையையும், குழப்பத்தை நோக்கி ஒரு திருப்புக்கட்டத்தையும் நிறுத்திவிடும் என்று எவருமே உறுதியளிக்க முடியாது.","▁It ▁warn s ▁No ▁one ▁can ▁ guarantee ▁that ▁any ▁course ▁of ▁action ▁in ▁ Iraq ▁at ▁this ▁point ▁will ▁stop ▁sec tarian ▁war fare , ▁ growing ▁ violence , ▁or ▁ a ▁slide ▁to ward ▁ chaos . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","இந்த கட்டத்தில் ஈராக்கில் எந்தவொரு நடவடிக்கையும் மதச்சார்பற்ற போர், அதிகரிக்கும் வன்முறை அல்லது குழப்பத்திற்கு வழிவகுக்கும் என்று யாரும் உத்தரவாதம் அளிக்க முடியாது என்று அது எச்சரிக்கிறது.","இந்த கட்டத்தில் ஈராக்கில் எந்தவொரு நடவடிக்கையும் குறுங்குழுவாத போர், வளர்ந்து வரும் வன்முறை அல்லது குழப்பத்தை நோக்கிய சரிவை நிறுத்தும் என்று யாராலும் உத்தரவாதம் அளிக்க முடியாது என்று அது எச்சரிக்கிறது.","இது எச்சரிக்கிறது ஈராக்கில் இந்த விஷயத்தில் எந்தவொரு நடவடிக்கையும் பிரிவினைவாத போர், அதிகரித்து வரும் வன்முறை அல்லது குழப்பத்தை நோக்கிச் செல்லுவதை நிறுத்தும் என்று யாரும் உத்தரவாதம் அளிக்க முடியாது."
The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,"இந்த அறிக்கை திறந்த விவாதத்திற்கான வேண்டுகோளுடனும், மத்திய கிழக்கிற்கான கொள்கை குறித்து அமெரிக்காவில் ஒருமித்த கருத்தை உருவாக்குகிறது.",இந்த அறிக்கை திறந்த விவாதத்திற்காகவும் ஐக்கிய மாகாணங்களில் ஒரு சமரசம் ஏற்படுத்தப்படுவதைக் குறித்து மத்திய கிழக்கை நோக்கிய கொள்கையைப்பற்றி ஒரு சமரசம் உருவாகும்படியும் வேண்டுதலோடு ஆரம்பிக்கிறது.,▁The ▁Report ▁open s ▁with ▁ple a ▁for ▁open ▁ debate ▁and ▁the ▁formation ▁of ▁ a ▁consensu s ▁in ▁the ▁United ▁States ▁about ▁the ▁policy ▁to wards ▁the ▁Middle ▁East . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,இந்த அறிக்கையை திறந்த விவாதத்திற்கும் மத்திய கிழக்கு மீதான கொள்கையைப் பற்றி அமெரிக்காவில் ஒரு உடன்பாட்டை உருவாக்குவதற்கும் அழைப்பு விடுக்கப்படுகிறது.,மத்திய கிழக்கை நோக்கிய கொள்கை குறித்து அமெரிக்காவில் வெளிப்படையான விவாதம் மற்றும் ஒருமித்த கருத்தை உருவாக்குவதற்கான வேண்டுகோளுடன் இந்த அறிக்கை தொடங்குகிறது.,இந்த அறிக்கை திறந்த விவாதம் மற்றும் மத்திய கிழக்கு நாடுகள் குறித்த அமெரிக்காவின் கொள்கை குறித்து பொதுவான புரிதல் உருவாக வேண்டும் என்ற கோரிக்கையுடன் தொடங்குகிறது.
The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,"ஈராக்கை நோக்கிய நிர்வாகத்தின் தற்போதைய கொள்கையின் ஒவ்வொரு அம்சத்தையும் இந்த அறிக்கை மிகவும் விமர்சிக்கிறது, மேலும் இது உடனடியாக திசையை மாற்ற வலியுறுத்துகிறது.","ஈராக்கை நோக்கி இருக்கும் தற்போதைய எக்ஸிமன்ட் கொள்கையின் கிட்டத்தட்ட ஒவ்வொரு அம்சத்திலும் இந்த அறிக்கை மிகவும் குறைகாண்கிறது, மேலும் அது உடனடியாக திசைதிருப்பத்தை தூண்டுகிறது.",▁The ▁Report ▁is ▁high ly ▁ critical ▁of ▁ a lmost ▁every ▁aspect ▁of ▁the ▁present ▁policy ▁of ▁the ▁Executive ▁to wards ▁ Iraq ▁and ▁it ▁urge s ▁an ▁ immediate ▁change ▁of ▁direction . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,இந்த அறிக்கை ஈராக் மீதான நிர்வாகத்தின் தற்போதைய கொள்கையின் கிட்டத்தட்ட ஒவ்வொரு அம்சத்தையும் கடுமையாக விமர்சிக்கிறது மற்றும் உடனடி திசைமாற்றத்தை வலியுறுத்துகிறது.,"ஈராக்கை நோக்கிய நிர்வாகத்தின் தற்போதைய கொள்கையின் கிட்டத்தட்ட ஒவ்வொரு அம்சத்தையும் இந்த அறிக்கை மிகவும் விமர்சிக்கிறது, மேலும் இது உடனடியாக திசையை மாற்ற வலியுறுத்துகிறது.","இந்த அறிக்கையில் ஈராக் தொடர்பான தற்போதுள்ள அரசின் கொள்கையின் அனைத்து அம்சங்களையும் மிகவும் விமர்சித்துள்ளதுடன், உடனடியாக அதன் திசையை மாற்ற வேண்டும் என்று வலியுறுத்துகிறது."
First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,இந்த வருட முடிவிற்குள் இரானின் எல்லையை எதிரிகளின் தலையீட்டிலிருந்து பாதுகாப்பது மற்றும் அதன் அண்டை நாடுகளுடன் உடன்பாடுடைய உறவை மீண்டும் நிலை நாட்டுவது ஆகியவை அதன் 78 பரிந்துரைகளில் முதன்மையானவைகளாகும்.,"அதன் 78 ஆலோசனைகளில் முதலாவதாக, இந்த ஆண்டின் முடிவுக்கு முன்பாக ஒரு புதிய அரசியல் நடவடிக்கை எடுக்கப்பட வேண்டும்.",▁First ▁ among ▁its ▁78 ▁ recommendations ▁is ▁that ▁ a ▁new ▁ diplomatic ▁ initiative ▁should ▁be ▁ taken ▁before ▁the ▁end ▁of ▁this ▁year ▁to ▁ secure ▁ Iraq ’ s ▁ border s ▁ against ▁host ile ▁intervention s ▁and ▁to ▁re - establish ▁ diplomatic ▁relations ▁with ▁its ▁neighbor s . </s>,"ஈராக் எல்லைகளை எதிர்க்கும் தலையீடுகளிலிருந்து பாதுகாக்கவும், அதன் அண்டை நாடுகளுடன் இராஜதந்திர உறவுகளை மீட்டெடுக்கவும் இந்த ஆண்டு இறுதிக்குள் புதிய இராஜதந்திர முயற்சி எடுக்கப்பட வேண்டும் என்பது அதன் 78 பரிந்துரைகளில் முதலாவதாக உள்ளது.","அதன் 78 பரிந்துரைகளில் முதலாவதாக, ஈராக்கின் எல்லைகளை விரோதமான தலையீடுகளுக்கு எதிராகப் பாதுகாக்கவும், அதன் அண்டை நாடுகளுடன் இராஜதந்திர உறவுகளை மீண்டும் நிறுவவும் இந்த ஆண்டு இறுதிக்குள் ஒரு புதிய இராஜதந்திர முன்முயற்சி எடுக்கப்பட வேண்டும்.","அதன் 78 பரிந்துரைகளில் முதலாவது, ஈராக்கின் எல்லைகளை எதிரிகளிடமிருந்து பாதுகாக்கவும், அதன் அண்டை நாடுகளுடனான தூதரக உறவுகளை மீண்டும் நிறுவவும் இந்த ஆண்டு முடிவதற்கு முன்பு ஒரு புதிய தூதர் முன்முயற்சி மேற்கொள்ளப்பட வேண்டும் என்பதாகும்."
"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.","தற்போதைய சட்ட மன்ற மேலவை உறுப்பினர் மற்றும் அர்ஜெண்டினா ஜனாதிபதியின் மனைவியான கிரிஸ்டினா ஃபெர்னாண்டெஸ் டீ கிர்ச்னெர் தன் ஜனாதிபதி பதவியிற்கான வேட்பாளர் நிலையை நேற்று மாலை, ப்யூனஸ் அயர்ஸிலிருந்து 50 கிலோமீட்டர் (31 மைல்கள்) தொலைவிலுள்ள லா ப்ளாடா என்ற நகரத்தில் அறிவித்தார்.",பர்னஸ் அயர்ஸிலிருந்து 50 கிலோமீட்டர் (31 மைல்) தூரத்தில் உள்ள லா ப்ளாட்டா நகரில் தன்னுடைய பிரஸிடென்ஸியரான கிரிஸ்டனஸ் டி கிர்க்னெர்னெஸ் நேற்று தன் ஜனாதிபதியின் மாலையை அறிவித்தார்.,"▁ Current ▁ senator ▁and ▁Argentin e ▁First ▁Lady ▁ Cristina ▁Fernandez ▁de ▁Kirch ner ▁ announced ▁her ▁p residential ▁candida cy ▁yesterday ▁ evening ▁in ▁La ▁Plata , ▁ a ▁city ▁50 ▁kilometer s ▁(31 ▁miles ) ▁away ▁from ▁ Bueno s ▁Aires . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",தற்போதைய செனட்டர் மற்றும் அர்ஜென்டினாவின் முதல் பெண்மணி கிறிஸ்டினா பெர்னாண்டஸ் டி கிர்ச்னர் தனது ஜனாதிபதி வேட்பு மனுவை நேற்று மாலை புயன்ஸ் ஐரஸிலிருந்து 50 கிலோமீட்டர் (31 மைல்கள்) தொலைவில் உள்ள லா பிளாட்டா நகரில் அறிவித்தார்.,தற்போதைய செனட்டரும் அர்ஜென்டினாவின் முதல் பெண்மணியுமான கிறிஸ்டினா பெர்னாண்டஸ் டி கிர்ச்னர் நேற்று மாலை பியூனஸ் அயர்ஸிலிருந்து 50 கிலோமீட்டர் (31 மைல்) தொலைவில் உள்ள லா பிளாட்டாவில் தனது ஜனாதிபதி வேட்பாளரை அறிவித்தார்.,"தற்போதைய செனட்டர் மற்றும் அர்ஜென்டினாவின் முதல் பெண் கிரிஸ்டினா பெர்னாண்டெஸ் டி கிர்ச்னர் நேற்று மாலை லா பிளாட்டாவில் தனது ஜனாதிபதி வேட்பாளரை அறிவித்தார், ஒரு நகரம் 50 கிலோமீட்டர் (31 மைல்) தூரத்தில் புவேன்சு ஏரிஸ்."
"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.",திருமதி. கிர்ச்னர் ஜனாதிபதி பதவிற்கு போட்டியிடும் தன் எண்ணத்தை 2005ஆம் ஆண்டு அவர் ப்யூனஸ் அயர்ஸ் மாகாண தலைமை குழு உறுப்பினர் பதவிக்கு போட்டியிடும் பொழுது பிரச்சாரத்தை துவக்கிய அதே இடமான அர்ஜெண்டினா தியேட்டரில் அறிவித்தார்.,அர்ஜன்டினாவைச் சேர்ந்த பிரெஸிடென்டனில் ஜனாதிபதியாக பணிபுரிவதற்கான தன்னுடைய நோக்கத்தை திருமதி கிர்க்னர் அறிவித்தார்.,"▁Mr s . ▁Kirch ner ▁ announced ▁her ▁intention ▁to ▁run ▁for ▁president ▁at ▁the ▁Argentin e ▁Theatre , ▁the ▁same ▁location ▁she ▁used ▁to ▁start ▁her ▁2005 ▁campaign ▁for ▁the ▁Senat e ▁as ▁member ▁of ▁the ▁ Bueno s ▁Aires ▁ province ▁de legation . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","திருமதி கிர்ச்னர் அர்ஜென்டினா தியேட்டரில் ஜனாதிபதி வேட்பாளராக போட்டியிட தனது நோக்கத்தை அறிவித்தார், அதே இடத்தில் அவர் 2005 இல் புயன்ஸ் ஐரஸ் மாகாண பிரதிநிதித்துவத்தின் உறுப்பினராக செனட்டிற்கான தனது பிரச்சாரத்தைத் தொடங்கினார்.","திருமதி கிர்ச்னர் அர்ஜென்டினா தியேட்டரில் ஜனாதிபதி பதவிக்கு போட்டியிடுவதற்கான தனது விருப்பத்தை அறிவித்தார், அதே இடத்தில் அவர் பியூனஸ் அயர்ஸ் மாகாண தூதுக்குழுவின் உறுப்பினராக செனட்டிற்கான தனது 2005 பிரச்சாரத்தைத் தொடங்கினார்.","அர்ஜென்டினா திரையரங்கில் ஜனாதிபதி தேர்தலில் போட்டியிட விரும்புவதாக திரு. கிர்ச்னர் அறிவித்தார், அதே இடத்தில் அவர் தனது 2005 செனட் தேர்தல் பிரச்சாரத்தை பியூனஸ் ஏர்ஸ் மாநிலக் குழுவின் உறுப்பினராகத் தொடங்கினார்."
"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""","""அந்த விவாதம் கேட்ரினா புயலைத் தொடந்த நிவாரணம் மற்றும் சீரமைப்பிற்கான செலவு குறித்த கருத்து வேறுபாட்டினால் ஏற்பட்டது; அதை சில நிதிப் பழமைவாதிகள் நகைச்சுவையாக """"புஷ்ஷின் புதிய ஆர்லியன் ஒப்பந்தம்"""" என முத்திரையிட்டனர். ""","இந்த விவாதம், நிவாரணம் மற்றும் திரும்பக் கட்டுதலுக்காக கட்ரீனா சூறாவளியில் செலவிடுவதைக் குறித்து விவாதத்தால் தூண்டப்பட்டது. இது சில பழமைவாதிகள், ""பஸ்லியின் நியூ ஆர்லியன்ஸ் டி"" என்று அழைக்கப்படுகிறது.","▁The ▁ debate ▁was ▁spark ed ▁by ▁controvers y ▁over ▁ s pending ▁on ▁ relief ▁and ▁re construction ▁in ▁the ▁wake ▁ Hurricane ▁ Katrin a ; ▁ which ▁some ▁fiscal ▁ conservative s ▁have ▁humor ously ▁label ed ▁"" Bus h ' s ▁New ▁Orleans ▁Deal ."" </s> <pad> <pad> <pad> <pad> <pad> <pad>","கத்ரீனா சூறாவளியின் பின்னர் நிவாரணத்திற்கும் மறுசீரமைப்பிற்கும் செலவிடப்பட்ட சர்ச்சையால் விவாதம் எழுந்தது; சில நிதிக் கட்டுப்பாட்டாளர்கள் ""புஷ்ஸின் நியூ ஆர்லியன்ஸ் ஒப்பந்தம்"" என்று நகைச்சுவையாகக் குறிப்பிட்டுள்ளனர்.","கத்ரீனா சூறாவளியை அடுத்து நிவாரணம் மற்றும் புனரமைப்புக்கான செலவு குறித்த சர்ச்சையால் இந்த விவாதம் தூண்டப்பட்டது; சில நிதி பழமைவாதிகள் நகைச்சுவையாக ""புஷ்ஷின் நியூ ஆர்லியன்ஸ் ஒப்பந்தம்"" என்று பெயரிட்டுள்ளனர்.","இந்த விவாதம் சூறாவளி கத்ரினாவின் பின்னணியில் நிவாரணம் மற்றும் மறுசீரமைப்புக்கான செலவுகள் குறித்த விவாதத்தால் தூண்டப்பட்டது; சில நிதி பாதுகாவலர்கள் ""புஷ் நியூ ஆர்லியன்ஸ் ஒப்பந்தம்"" என்று நகைச்சுவையாக குறிப்பிட்டுள்ளனர்."
Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,"புனரமைப்பு முயற்சியின் தாராளவாத விமர்சனம், வாஷிங்டன் மக்களுக்குப் புணரமைப்பு ஒப்பந்தங்களை வழங்குவதில் கவனம் செலுத்தியுள்ளது.",வாஷிங்டன் உள்ளார்ந்திருப்பவர்களுக்கு திரும்பக் கட்டுதல் ஒப்பந்தம் நிறைவேற்றுவதைக் குறித்து மறுமலர்ச்சிக்குரிய முயற்சிகளைப் பற்றிய உணர்ச்சியற்ற குறைகூறுதல்கள் கவனத்தைத் திருப்பியிருக்கின்றன.,▁Liberal ▁critic ism ▁of ▁the ▁re construction ▁ effort ▁has ▁ focused ▁on ▁the ▁award ing ▁of ▁re construction ▁contract s ▁to ▁per ceived ▁Washington ▁ insider s . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,புனரமைப்பு முயற்சியின் தாராளமயமான விமர்சனம் வாஷிங்டனின் உள் நபர்களுக்கு புனரமைப்பு ஒப்பந்தங்களை வழங்குவதில் கவனம் செலுத்தியுள்ளது.,மறுசீரமைப்பு முயற்சியின் தாராளவாத விமர்சனம் வாஷிங்டனின் உளவாளிகளுக்கு மறுசீரமைப்பு ஒப்பந்தங்களை வழங்குவதில் கவனம் செலுத்தியுள்ளது.,மறுசீரமைப்பு முயற்சியின் லிபரல் விமர்சனம் வாஷிங்டனின் உள்ளே இருப்பவர்களாக கருதப்பட்டவர்களுக்கு மறுசுழற்சி ஒப்பந்தங்களை வழங்குவதில் கவனம் செலுத்தியுள்ளது.
Over four million people went to Rome to attend the funeral.,இறுதிச்சடங்கில் கலந்துகொள்வதற்கு நான்கு மில்லியனுக்கும் அதிகமான மக்கள் ரோம் சென்றனர்.,ச. மு.,▁Over ▁four ▁million ▁people ▁ went ▁to ▁Rome ▁to ▁attend ▁the ▁ funeral . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,நான்கு மில்லியனுக்கும் அதிகமான மக்கள் ரோம் சென்று இறுதிச் சடங்கில் கலந்து கொண்டனர்.,இறுதிச் சடங்கில் கலந்து கொள்வதற்காக நான்கு மில்லியனுக்கும் அதிகமான மக்கள் ரோம் சென்றனர்.,4 மில்லியனுக்கும் அதிகமான மக்கள் இவரது இறுதிச் சடங்கில் பங்கேற்க ரோமுக்குச் சென்றனர்.
The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,"வருகை தந்திருந்த மக்களின் எண்ணிக்கை மிகவும் அதிகமாக இருந்த காரணத்தால், செயிண்ட். பீட்டர் ஸ்க்வயரில் அனைவருக்கும் இடம் கிடைப்பது சாத்தியமற்றதாக இருந்தது.","அங்கு கூடியவர்களின் எண்ணிக்கை அவ்வளவு பெரியதாக இருந்ததால், அனைவரும் செயின்ட் பீட்டர் சதுக்கத்தில் சவ அடக்கத்தை அடைய முடியவில்லை.",▁The ▁number ▁of ▁people ▁present ▁was ▁so ▁large ▁that ▁it ▁was ▁not ▁possible ▁for ▁ e verybody ▁to ▁gain ▁access ▁to ▁the ▁ funeral ▁in ▁St . ▁Peter ' s ▁Square . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,செயிண்ட் பீட்டர்ஸ் சதுக்கத்தில் உள்ள இறுதிச் சடங்குக்கு அனைவரும் செல்ல முடியாத அளவுக்கு மக்கள் அதிகமாக இருந்தனர்.,"அங்கு கூடியிருந்த மக்களின் எண்ணிக்கை மிகவும் அதிகமாக இருந்ததால், செயின்ட் பீட்டர்ஸ் சதுக்கத்தில் உள்ள இறுதிச் சடங்கிற்கு அனைவரும் செல்ல முடியவில்லை.","இங்கு வந்திருந்த மக்களின் எண்ணிக்கை மிகவும் அதிகமாக இருந்ததால், செயிண்ட் பீட்டர்ஸ் ஸ்டேடியத்தில் நடைபெற்ற இறுதிச் சடங்கில் அனைவரும் கலந்து கொள்ள முடியவில்லை."
